,age_group,education,gender,nationality,electoral_district,unit,n
1523,65-74,Higher education,Male,Other,Järva- ja Viljandimaa,Järvamaa,9
1524,65-74,Basic education,Male,Other,Järva- ja Viljandimaa,Järvamaa,26
1525,65-74,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,38
1526,65-74,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,14
1527,65-74,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,16
1528,65-74,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,137
1529,65-74,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,32
1530,65-74,Basic education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,37
1531,65-74,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,32
1532,65-74,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,8
1533,65-74,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,13
1534,65-74,Secondary education,Male,Other,Pärnumaa,Pärnumaa,199
1535,65-74,Higher education,Male,Other,Pärnumaa,Pärnumaa,62
1536,65-74,Basic education,Male,Other,Pärnumaa,Pärnumaa,48
1537,65-74,Secondary education,Male,Other,Harju- ja Raplamaa,Raplamaa,52
1538,65-74,Higher education,Male,Other,Harju- ja Raplamaa,Raplamaa,11
1539,65-74,Basic education,Male,Other,Harju- ja Raplamaa,Raplamaa,31
1540,65-74,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,9
1541,65-74,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,3
1542,65-74,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,6
1543,65-74,Secondary education,Male,Other,Tartu linn,Tartu linn,260
1544,65-74,Higher education,Male,Other,Tartu linn,Tartu linn,114
1545,65-74,Basic education,Male,Other,Tartu linn,Tartu linn,90
1546,65-74,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,125
1547,65-74,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,23
1548,65-74,Basic education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,66
1549,65-74,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,88
1550,65-74,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,8
1551,65-74,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,19
1552,65-74,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,72
1553,65-74,Higher education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,7
1554,65-74,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,44
1555,65-74,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,29
1556,65-74,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,19
1557,65-74,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,27
1558,65-74,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,705
1559,65-74,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,534
1560,65-74,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,79
1561,65-74,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,691
1562,65-74,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,851
1563,65-74,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,73
1564,65-74,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,587
1565,65-74,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,494
1566,65-74,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,83
1567,65-74,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1573
1568,65-74,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,781
1569,65-74,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,260
1570,65-74,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1026
1571,65-74,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,677
1572,65-74,Basic education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,152
1573,65-74,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,762
1574,65-74,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,749
1575,65-74,Basic education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,89
1576,65-74,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,265
1577,65-74,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,317
1578,65-74,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,18
1579,65-74,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,782
1580,65-74,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,428
1581,65-74,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,145
1582,65-74,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,3229
1583,65-74,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,1647
1584,65-74,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,850
1585,65-74,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,328
1586,65-74,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,135
1587,65-74,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,207
1588,65-74,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,1037
1589,65-74,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,307
1590,65-74,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,220
1591,65-74,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,1045
1592,65-74,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,352
1593,65-74,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,417
1594,65-74,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,1215
1595,65-74,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,367
1596,65-74,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,440
1597,65-74,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,710
1598,65-74,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,282
1599,65-74,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,285
1600,65-74,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,1976
1601,65-74,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,568
1602,65-74,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,717
1603,65-74,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,958
1604,65-74,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,275
1605,65-74,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,319
1606,65-74,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,3062
1607,65-74,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,907
1608,65-74,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,777
1609,65-74,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,1138
1610,65-74,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,359
1611,65-74,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,422
1612,65-74,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1077
1613,65-74,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,396
1614,65-74,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,529
1615,65-74,Secondary education,Female,Estonian,Tartu linn,Tartu linn,2099
1616,65-74,Higher education,Female,Estonian,Tartu linn,Tartu linn,1323
1617,65-74,Basic education,Female,Estonian,Tartu linn,Tartu linn,411
1618,65-74,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1437
1619,65-74,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,665
1620,65-74,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,489
1621,65-74,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,961
1622,65-74,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,251
1623,65-74,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,278
1624,65-74,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,1887
1625,65-74,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,564
1626,65-74,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,528
1627,65-74,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1384
1628,65-74,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,348
1629,65-74,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,337
1630,65-74,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,472
1631,65-74,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,406
1632,65-74,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,40
1633,65-74,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,228
1634,65-74,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,354
1635,65-74,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,21
1636,65-74,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,167
1637,65-74,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,164
1638,65-74,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,18
1639,65-74,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,2000
1640,65-74,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1225
1641,65-74,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,146
1642,65-74,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,547
1643,65-74,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,387
1644,65-74,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,33
1645,65-74,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,139
1646,65-74,Higher education,Female,Other,Mustamäe ja Nõmme,Nõmme,101
1647,65-74,Basic education,Female,Other,Mustamäe ja Nõmme,Nõmme,22
1648,65-74,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,73
1649,65-74,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,88
1650,65-74,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,6
1651,65-74,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,594
1652,65-74,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,342
1653,65-74,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,62
1654,65-74,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,807
1655,65-74,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,395
1656,65-74,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,112
1657,65-74,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,8
1658,65-74,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1
1659,65-74,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,2
1660,65-74,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,2857
1661,65-74,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,1246
1662,65-74,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,234
1663,65-74,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,153
1664,65-74,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,32
1665,65-74,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,55
1666,65-74,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,87
1667,65-74,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,12
1668,65-74,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,26
1669,65-74,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,95
1670,65-74,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,33
1671,65-74,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,24
1672,65-74,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,310
1673,65-74,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,62
1674,65-74,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,77
1675,65-74,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,50
1676,65-74,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,17
1677,65-74,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,25
1678,65-74,Secondary education,Female,Other,Pärnumaa,Pärnumaa,427
1679,65-74,Higher education,Female,Other,Pärnumaa,Pärnumaa,143
1680,65-74,Basic education,Female,Other,Pärnumaa,Pärnumaa,75
1681,65-74,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,111
1682,65-74,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,26
1683,65-74,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,36
1684,65-74,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,22
1685,65-74,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,7
1686,65-74,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,11
1687,65-74,Secondary education,Female,Other,Tartu linn,Tartu linn,584
1688,65-74,Higher education,Female,Other,Tartu linn,Tartu linn,275
1689,65-74,Basic education,Female,Other,Tartu linn,Tartu linn,118
1690,65-74,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,215
1691,65-74,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,57
1692,65-74,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,66
1693,65-74,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,175
1694,65-74,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,44
1695,65-74,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,25
1696,65-74,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,165
1697,65-74,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,34
1698,65-74,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,52
1699,65-74,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,82
1700,65-74,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,25
1701,65-74,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,26
1702,75+,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,274
1703,75+,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,315
1704,75+,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,131
1705,75+,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,232
1706,75+,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,420
1707,75+,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,102
1708,75+,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,228
1709,75+,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,256
1710,75+,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,101
1711,75+,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,355
1712,75+,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,313
1713,75+,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,206
1714,75+,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,553
1715,75+,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,541
1716,75+,Basic education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,295
1717,75+,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,331
1718,75+,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,409
1719,75+,Basic education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,149
1720,75+,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,110
1721,75+,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,156
1722,75+,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,51
1723,75+,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,207
1724,75+,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,195
1725,75+,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,122
1726,75+,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,1058
1727,75+,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,801
1728,75+,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,956
1729,75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,68
1730,75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,58
1731,75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,112
1732,75+,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,359
1733,75+,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,133
1734,75+,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,376
1735,75+,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,348
1736,75+,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,140
1737,75+,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,488
1738,75+,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,321
1739,75+,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,128
1740,75+,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,463
1741,75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,145
1742,75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,95
1743,75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,273
1744,75+,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,537
1745,75+,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,183
1746,75+,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,761
1747,75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,280
1748,75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,122
1749,75+,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,438
1750,75+,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,918
1751,75+,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,383
1752,75+,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,1098
1753,75+,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,311
1754,75+,Higher education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,138
1755,75+,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,407
1756,75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,282
1757,75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,137
1758,75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,613
1759,75+,Secondary education,Male,Estonian,Tartu linn,Tartu linn,785
1760,75+,Higher education,Male,Estonian,Tartu linn,Tartu linn,739
1761,75+,Basic education,Male,Estonian,Tartu linn,Tartu linn,575
1762,75+,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,450
1763,75+,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,291
1764,75+,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,607
1765,75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,297
1766,75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,108
1767,75+,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,378
1768,75+,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,533
1769,75+,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,252
1770,75+,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,680
1771,75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,379
1772,75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,138
1773,75+,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,486
1774,75+,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,68
1775,75+,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,101
1776,75+,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,16
1777,75+,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,24
1778,75+,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,84
1779,75+,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,6
1780,75+,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,28
1781,75+,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,37
1782,75+,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,11
1783,75+,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,147
1784,75+,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,138
1785,75+,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,52
1786,75+,Secondary education,Male,Other,Mustamäe ja Nõmme,Mustamäe,111
1787,75+,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,98
1788,75+,Basic education,Male,Other,Mustamäe ja Nõmme,Mustamäe,30
1789,75+,Secondary education,Male,Other,Mustamäe ja Nõmme,Nõmme,21
1790,75+,Higher education,Male,Other,Mustamäe ja Nõmme,Nõmme,30
1791,75+,Basic education,Male,Other,Mustamäe ja Nõmme,Nõmme,7
1792,75+,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,10
1793,75+,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,22
1794,75+,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,1
1795,75+,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,69
1796,75+,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,65
1797,75+,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,23
1798,75+,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,92
1799,75+,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,66
1800,75+,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,63
1801,75+,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,3
1802,75+,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,3
1803,75+,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,263
1804,75+,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,209
1805,75+,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,150
1806,75+,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,17
1807,75+,Higher education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,8
1808,75+,Basic education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,40
1809,75+,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,14
1810,75+,Higher education,Male,Other,Järva- ja Viljandimaa,Järvamaa,9
1811,75+,Basic education,Male,Other,Järva- ja Viljandimaa,Järvamaa,14
1812,75+,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,17
1813,75+,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,4
1814,75+,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,12
1815,75+,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,34
1816,75+,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,8
1817,75+,Basic education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,43
1818,75+,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,5
1819,75+,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,2
1820,75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,17
1821,75+,Secondary education,Male,Other,Pärnumaa,Pärnumaa,78
1822,75+,Higher education,Male,Other,Pärnumaa,Pärnumaa,26
1823,75+,Basic education,Male,Other,Pärnumaa,Pärnumaa,37
1824,75+,Secondary education,Male,Other,Harju- ja Raplamaa,Raplamaa,15
1825,75+,Higher education,Male,Other,Harju- ja Raplamaa,Raplamaa,4
1826,75+,Basic education,Male,Other,Harju- ja Raplamaa,Raplamaa,24
1827,75+,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,5
